Time,VIB57,VIB58,VIB59
08:15:44:822,0.3364,0.7518,1.5142
08:15:44:826,0.3296,0.7518,1.543
08:15:44:830,0.296,0.741,1.559
08:15:44:833,0.3324,0.7346,1.5446
08:15:44:837,0.3396,0.733,1.5038
08:15:44:841,0.3124,0.761,1.5346
08:15:44:845,0.3076,0.7602,1.5278
08:15:44:849,0.3632,0.7482,1.5142
08:15:44:853,0.356,0.743,1.5262
08:15:44:857,0.324,0.7546,1.5474
08:15:44:861,0.3476,0.7286,1.5438
08:15:44:865,0.3532,0.7318,1.5134
08:15:44:869,0.3412,0.7238,1.5454
08:15:44:873,0.324,0.7318,1.535
08:15:44:876,0.3408,0.7146,1.5506
08:15:44:880,0.3396,0.7114,1.5422
08:15:44:884,0.3336,0.7246,1.5346
08:15:44:888,0.3456,0.7218,1.5394
08:15:44:892,0.3444,0.7126,1.5498
08:15:44:896,0.3216,0.7186,1.5366
08:15:44:900,0.3268,0.7278,1.563
08:15:44:904,0.3156,0.7194,1.571
08:15:44:908,0.3612,0.717,1.5594
08:15:44:912,0.3396,0.7082,1.5726
08:15:44:916,0.3144,0.7414,1.5622
08:15:44:919,0.3464,0.7242,1.5562
08:15:44:923,0.3084,0.7346,1.5702
08:15:44:927,0.3184,0.7406,1.5754
08:15:44:931,0.3576,0.7402,1.5706
08:15:44:935,0.3572,0.7306,1.5458
08:15:44:939,0.3524,0.7498,1.5778
08:15:44:943,0.33,0.7282,1.5454
08:15:44:947,0.3416,0.7418,1.5398
08:15:44:951,0.3204,0.7382,1.545
08:15:44:955,0.3172,0.739,1.5422
08:15:44:958,0.3328,0.7454,1.5426
08:15:44:962,0.332,0.7646,1.5294
08:15:44:966,0.3384,0.777,1.5266
08:15:44:970,0.322,0.7942,1.5306
08:15:44:974,0.2988,0.797,1.5082
08:15:44:978,0.3228,0.785,1.531
08:15:44:982,0.3356,0.775,1.5478
08:15:44:986,0.3488,0.7586,1.5598
08:15:44:990,0.3412,0.7634,1.5586
08:15:44:994,0.3248,0.7478,1.5462
08:15:44:998,0.336,0.7498,1.5462
08:15:45:001,0.3212,0.7618,1.5646
08:15:45:005,0.3492,0.7486,1.5706
08:15:45:009,0.3504,0.767,1.5626
08:15:45:013,0.3256,0.755,1.5562
08:15:45:017,0.3248,0.7442,1.5694
08:15:45:021,0.3388,0.7246,1.539
08:15:45:025,0.3304,0.731,1.5482
08:15:45:029,0.3164,0.7366,1.5598
08:15:45:033,0.346,0.7246,1.5518
08:15:45:037,0.3668,0.7254,1.5118
08:15:45:041,0.3376,0.7218,1.5434
08:15:45:044,0.3304,0.7246,1.5266
08:15:45:048,0.3432,0.7046,1.5478
08:15:45:052,0.3568,0.701,1.5686
08:15:45:056,0.3184,0.697,1.5834
08:15:45:060,0.3356,0.6966,1.5702
08:15:45:064,0.348,0.691,1.5458
08:15:45:068,0.34,0.7118,1.543
08:15:45:072,0.338,0.7074,1.5266
08:15:45:076,0.3564,0.7098,1.5322
08:15:45:080,0.3468,0.7018,1.5298
08:15:45:083,0.3424,0.7002,1.5446
08:15:45:087,0.324,0.6994,1.5482
08:15:45:091,0.34,0.7034,1.5394
08:15:45:095,0.3396,0.7098,1.545
08:15:45:099,0.3216,0.7138,1.567
08:15:45:103,0.3212,0.7098,1.5826
08:15:45:107,0.3468,0.7082,1.527
08:15:45:111,0.3436,0.723,1.557
08:15:45:115,0.3344,0.7226,1.5638
08:15:45:119,0.3544,0.7218,1.5054
08:15:45:123,0.3264,0.7298,1.5242
08:15:45:126,0.3368,0.7458,1.5346
08:15:45:130,0.3436,0.7414,1.5702
08:15:45:134,0.3444,0.7418,1.5318
08:15:45:138,0.3468,0.7542,1.5606
08:15:45:142,0.3344,0.7678,1.5418
08:15:45:146,0.3444,0.7546,1.5382
08:15:45:150,0.3104,0.7606,1.5482
08:15:45:154,0.3236,0.7642,1.553
08:15:45:158,0.3368,0.753,1.551
08:15:45:162,0.3372,0.765,1.5434
08:15:45:166,0.3376,0.763,1.5342
08:15:45:169,0.3484,0.7578,1.549
08:15:45:173,0.3168,0.7738,1.5526
08:15:45:177,0.3348,0.7514,1.5658
08:15:45:181,0.3384,0.769,1.5182
08:15:45:185,0.3376,0.7706,1.573
08:15:45:189,0.322,0.7566,1.5514
08:15:45:193,0.3452,0.7498,1.5574
08:15:45:197,0.3448,0.7578,1.547
08:15:45:201,0.3328,0.7346,1.5554
08:15:45:205,0.3296,0.747,1.567
08:15:45:208,0.3432,0.7258,1.531
08:15:45:212,0.348,0.735,1.5446
08:15:45:216,0.3436,0.7334,1.5618
08:15:45:220,0.3188,0.7318,1.5486
08:15:45:224,0.3428,0.7206,1.5654
08:15:45:228,0.3324,0.7266,1.575
08:15:45:232,0.3412,0.7254,1.585
08:15:45:236,0.3264,0.703,1.5806
08:15:45:240,0.3456,0.735,1.5478
08:15:45:244,0.3244,0.7146,1.5622
08:15:45:248,0.3232,0.7314,1.581
08:15:45:251,0.3544,0.7006,1.5518
08:15:45:255,0.3484,0.733,1.5642
08:15:45:259,0.3152,0.7386,1.5638
08:15:45:263,0.34,0.7342,1.5426
08:15:45:267,0.3588,0.7362,1.5346
08:15:45:271,0.3316,0.7354,1.569
08:15:45:275,0.3404,0.7242,1.5642
08:15:45:279,0.3672,0.7162,1.5766
08:15:45:283,0.3496,0.7162,1.569
08:15:45:287,0.3284,0.7194,1.5658
08:15:45:291,0.3296,0.7338,1.5834
08:15:45:294,0.3468,0.7066,1.5698
08:15:45:298,0.352,0.7278,1.5578
08:15:45:302,0.3252,0.7198,1.5578
08:15:45:306,0.3456,0.737,1.5538
08:15:45:310,0.3576,0.7254,1.5286
08:15:45:314,0.3264,0.7362,1.5594
08:15:45:318,0.3392,0.7446,1.5526
08:15:45:322,0.3652,0.7306,1.5642
08:15:45:326,0.324,0.737,1.5594
08:15:45:330,0.3544,0.715,1.5706
08:15:45:333,0.3404,0.7258,1.5722
08:15:45:337,0.3388,0.7122,1.5862
08:15:45:341,0.3384,0.7202,1.5626
08:15:45:345,0.3532,0.7186,1.553
08:15:45:349,0.3468,0.7262,1.5318
08:15:45:353,0.3296,0.7222,1.5106
08:15:45:357,0.3204,0.7134,1.5134
08:15:45:361,0.3284,0.7134,1.5126
08:15:45:365,0.3384,0.7082,1.5122
08:15:45:369,0.3544,0.7046,1.517
08:15:45:373,0.3588,0.711,1.5082
08:15:45:376,0.3512,0.7174,1.505
08:15:45:380,0.328,0.7402,1.529
08:15:45:384,0.3212,0.7334,1.5554
08:15:45:388,0.3276,0.7322,1.559
08:15:45:392,0.3532,0.7302,1.5466
08:15:45:396,0.3296,0.7314,1.5294
08:15:45:400,0.336,0.7274,1.5182
08:15:45:404,0.3332,0.7334,1.5078
08:15:45:408,0.3096,0.7314,1.5082
08:15:45:412,0.3132,0.7438,1.529
08:15:45:416,0.3568,0.7462,1.5178
08:15:45:419,0.3396,0.7398,1.5558
08:15:45:423,0.32,0.7526,1.5826
08:15:45:427,0.3552,0.7522,1.5838
08:15:45:431,0.3344,0.7698,1.5734
08:15:45:435,0.3456,0.755,1.6062
08:15:45:439,0.3488,0.743,1.585
08:15:45:443,0.3532,0.7514,1.5994
08:15:45:447,0.3416,0.7262,1.599
08:15:45:451,0.3608,0.7314,1.579
08:15:45:455,0.3336,0.719,1.575
08:15:45:458,0.338,0.7238,1.6006
08:15:45:462,0.354,0.717,1.615
08:15:45:466,0.358,0.7138,1.6162
08:15:45:470,0.3284,0.7094,1.6182
08:15:45:474,0.3408,0.7226,1.5794
08:15:45:478,0.34,0.7162,1.5754
08:15:45:482,0.3104,0.7178,1.5622
08:15:45:486,0.3376,0.7178,1.551
08:15:45:490,0.3456,0.7182,1.5642
08:15:45:494,0.3372,0.717,1.5558
08:15:45:498,0.3248,0.719,1.5366
08:15:45:501,0.3484,0.7126,1.5062
08:15:45:505,0.3464,0.737,1.5394
08:15:45:509,0.3476,0.7306,1.563
08:15:45:513,0.3616,0.7314,1.5602
08:15:45:517,0.372,0.7294,1.543
08:15:45:521,0.3636,0.7378,1.537
08:15:45:525,0.3404,0.721,1.5506
08:15:45:529,0.3388,0.733,1.5474
08:15:45:533,0.33,0.741,1.5402
08:15:45:537,0.3248,0.7374,1.5482
08:15:45:541,0.326,0.7326,1.5386
08:15:45:544,0.3284,0.7406,1.5318
08:15:45:548,0.34,0.7314,1.5138
08:15:45:552,0.34,0.7398,1.5178
08:15:45:556,0.3336,0.7346,1.487
08:15:45:560,0.3164,0.7358,1.4918
08:15:45:564,0.3204,0.745,1.497
08:15:45:568,0.3436,0.735,1.531
08:15:45:572,0.3464,0.7198,1.5238
08:15:45:576,0.3672,0.7286,1.5238
08:15:45:580,0.342,0.7406,1.483
08:15:45:583,0.3484,0.7362,1.517
08:15:45:587,0.3568,0.7298,1.5042
08:15:45:591,0.3356,0.7406,1.545
08:15:45:595,0.336,0.7326,1.5182
08:15:45:599,0.3728,0.7418,1.515
08:15:45:603,0.3124,0.7362,1.5322
08:15:45:607,0.3288,0.7522,1.5238
08:15:45:611,0.3488,0.7274,1.5418
08:15:45:615,0.3092,0.7478,1.5614
08:15:45:619,0.3264,0.735,1.5498
08:15:45:623,0.3472,0.733,1.529
08:15:45:626,0.3404,0.733,1.559
08:15:45:630,0.3132,0.7246,1.5682
08:15:45:634,0.3388,0.7242,1.5938
08:15:45:638,0.3404,0.7206,1.577
08:15:45:642,0.3608,0.7254,1.607
08:15:45:646,0.368,0.7194,1.5726
08:15:45:650,0.35,0.7334,1.5862
08:15:45:654,0.346,0.7294,1.5598
08:15:45:658,0.3452,0.7262,1.5766
08:15:45:662,0.3216,0.7286,1.5946
08:15:45:666,0.34,0.7222,1.5938
08:15:45:669,0.3544,0.7306,1.5566
08:15:45:673,0.3464,0.7306,1.591
08:15:45:677,0.3096,0.7218,1.571
08:15:45:681,0.3476,0.7238,1.5562
08:15:45:685,0.3488,0.727,1.5578
08:15:45:689,0.3116,0.7366,1.5878
08:15:45:693,0.3444,0.7206,1.5814
08:15:45:697,0.3704,0.7298,1.5394
08:15:45:701,0.3256,0.7374,1.5442
08:15:45:705,0.342,0.7438,1.5378
08:15:45:708,0.3624,0.7246,1.5466
08:15:45:712,0.3692,0.7214,1.529
08:15:45:716,0.3612,0.7202,1.5654
08:15:45:720,0.3424,0.7102,1.5602
08:15:45:724,0.3432,0.7034,1.5522
08:15:45:728,0.3412,0.6826,1.533
08:15:45:732,0.3244,0.6906,1.5554
08:15:45:736,0.3284,0.7006,1.5234
08:15:45:740,0.3416,0.6998,1.5422
08:15:45:744,0.3348,0.705,1.5146
08:15:45:748,0.3424,0.7138,1.507
08:15:45:751,0.3384,0.7086,1.5114
08:15:45:755,0.3368,0.7186,1.549
08:15:45:759,0.322,0.7206,1.5446
08:15:45:763,0.3516,0.715,1.531
08:15:45:767,0.3524,0.7134,1.5698
08:15:45:771,0.3408,0.7318,1.5458
08:15:45:775,0.346,0.7186,1.5354
08:15:45:779,0.3532,0.7382,1.5382
08:15:45:783,0.318,0.7342,1.4926
08:15:45:787,0.3392,0.7382,1.515
08:15:45:791,0.332,0.7342,1.5158
08:15:45:794,0.3244,0.7482,1.5022
08:15:45:798,0.3364,0.7382,1.5062
08:15:45:802,0.3344,0.7458,1.4914
08:15:45:806,0.332,0.7558,1.4982
08:15:45:810,0.3296,0.7586,1.5282
08:15:45:814,0.3152,0.7626,1.5318
08:15:45:818,0.3436,0.751,1.5342
08:15:45:822,0.358,0.7486,1.549
08:15:45:826,0.3312,0.7418,1.5562
08:15:45:830,0.3412,0.7334,1.5538
08:15:45:833,0.344,0.7434,1.5634
08:15:45:837,0.3376,0.7286,1.5606
08:15:45:841,0.3616,0.7274,1.5874
08:15:45:845,0.3648,0.7398,1.5454
08:15:45:849,0.3464,0.7454,1.5626
08:15:45:853,0.3332,0.7526,1.5614
08:15:45:857,0.3564,0.729,1.5514
08:15:45:861,0.3376,0.735,1.5566
08:15:45:865,0.3276,0.737,1.553
08:15:45:869,0.3528,0.7254,1.5546
08:15:45:873,0.3428,0.7282,1.559
08:15:45:876,0.3256,0.727,1.5778
08:15:45:880,0.3184,0.7246,1.5794
08:15:45:884,0.3168,0.7158,1.589
08:15:45:888,0.3552,0.6958,1.573
08:15:45:892,0.3644,0.703,1.5738
08:15:45:896,0.3552,0.709,1.5646
08:15:45:900,0.3452,0.7054,1.545
08:15:45:904,0.3512,0.7038,1.5262
08:15:45:908,0.3636,0.6926,1.5066
08:15:45:912,0.3404,0.7306,1.5454
08:15:45:916,0.3296,0.7046,1.5554
08:15:45:919,0.348,0.7282,1.5182
08:15:45:923,0.3592,0.7098,1.541
08:15:45:927,0.3056,0.735,1.5222
08:15:45:931,0.3284,0.711,1.5402
08:15:45:935,0.3524,0.7062,1.5306
08:15:45:939,0.3404,0.7182,1.5402
08:15:45:943,0.3188,0.7234,1.5566
08:15:45:947,0.3204,0.7314,1.5346
08:15:45:951,0.3256,0.7278,1.5234
08:15:45:955,0.3376,0.739,1.4982
08:15:45:958,0.314,0.737,1.521
08:15:45:962,0.3408,0.7398,1.5042
08:15:45:966,0.3712,0.7378,1.495
08:15:45:970,0.3304,0.7538,1.5138
08:15:45:974,0.348,0.7378,1.5454
08:15:45:978,0.3544,0.7334,1.5362
08:15:45:982,0.3448,0.7194,1.5618
08:15:45:986,0.3444,0.7246,1.5746
08:15:45:990,0.3532,0.7214,1.5726
08:15:45:994,0.3504,0.7162,1.565
08:15:45:998,0.3396,0.7218,1.553
08:15:46:001,0.3376,0.7234,1.5534
08:15:46:005,0.34,0.7458,1.5386
08:15:46:009,0.3272,0.7198,1.5374
08:15:46:013,0.3288,0.7342,1.5498
08:15:46:017,0.32,0.7066,1.559
08:15:46:021,0.3448,0.7082,1.5626
08:15:46:025,0.3532,0.6962,1.561
08:15:46:029,0.35,0.707,1.541
08:15:46:033,0.3304,0.7314,1.5386
08:15:46:037,0.3276,0.7366,1.5462
08:15:46:041,0.3508,0.7322,1.551
08:15:46:044,0.3512,0.733,1.541
08:15:46:048,0.346,0.7322,1.5566
08:15:46:052,0.3424,0.7318,1.5594
08:15:46:056,0.3532,0.7494,1.5218
08:15:46:060,0.3272,0.7458,1.5258
08:15:46:064,0.3316,0.737,1.5638
08:15:46:068,0.3384,0.745,1.5394
08:15:46:072,0.3372,0.7326,1.549
08:15:46:076,0.3364,0.7394,1.559
08:15:46:080,0.3392,0.7342,1.5434
08:15:46:083,0.324,0.7454,1.5146
08:15:46:087,0.33,0.7402,1.5286
08:15:46:091,0.3324,0.7338,1.5214
08:15:46:095,0.3572,0.7378,1.525
08:15:46:099,0.3472,0.7218,1.5282
08:15:46:103,0.3428,0.7498,1.5318
08:15:46:107,0.3372,0.7374,1.5054
08:15:46:111,0.3184,0.7438,1.5198
08:15:46:115,0.3296,0.733,1.527
08:15:46:119,0.3468,0.7402,1.5318
08:15:46:123,0.3348,0.7334,1.5578
08:15:46:126,0.356,0.7278,1.5326
08:15:46:130,0.352,0.7278,1.5034
08:15:46:134,0.3344,0.7298,1.5198
08:15:46:138,0.3316,0.7282,1.509
08:15:46:142,0.3408,0.7318,1.4858
08:15:46:146,0.3488,0.737,1.5214
08:15:46:150,0.34,0.7402,1.5586
08:15:46:154,0.3444,0.7306,1.5306
08:15:46:158,0.364,0.7142,1.5546
08:15:46:162,0.3488,0.7174,1.5586
08:15:46:166,0.3372,0.717,1.5634
08:15:46:169,0.3448,0.7082,1.5526
08:15:46:173,0.3456,0.7134,1.5746
08:15:46:177,0.3228,0.7274,1.5826
08:15:46:181,0.3308,0.7202,1.5782
08:15:46:185,0.348,0.7214,1.5934
08:15:46:189,0.3512,0.7302,1.5682
08:15:46:193,0.3276,0.7114,1.5642
08:15:46:197,0.3176,0.7246,1.5778
08:15:46:201,0.3448,0.723,1.5354
08:15:46:205,0.3408,0.7202,1.527
08:15:46:208,0.316,0.7298,1.551
08:15:46:212,0.3316,0.7366,1.5346
08:15:46:216,0.3504,0.7282,1.5194
08:15:46:220,0.3228,0.741,1.559
08:15:46:224,0.3332,0.723,1.527
08:15:46:228,0.3612,0.7402,1.4974
08:15:46:232,0.3512,0.7358,1.5194
08:15:46:236,0.3516,0.751,1.5114
08:15:46:240,0.34,0.753,1.499
08:15:46:244,0.3436,0.7534,1.485
08:15:46:248,0.3376,0.7478,1.5002
08:15:46:251,0.3384,0.7426,1.5102
08:15:46:255,0.34,0.7418,1.501
08:15:46:259,0.348,0.7426,1.5154
08:15:46:263,0.3228,0.7542,1.5046
08:15:46:267,0.3384,0.7342,1.5042
08:15:46:271,0.328,0.743,1.5266
08:15:46:275,0.3328,0.727,1.5338
08:15:46:279,0.3332,0.7294,1.5382
08:15:46:283,0.3284,0.7078,1.5434
08:15:46:287,0.3392,0.7158,1.5266
08:15:46:291,0.3296,0.7242,1.5302
08:15:46:294,0.3336,0.7226,1.5246
08:15:46:298,0.3408,0.715,1.4978
08:15:46:302,0.35,0.7446,1.5102
08:15:46:306,0.3224,0.7418,1.5254
08:15:46:310,0.3316,0.7422,1.513
08:15:46:314,0.3596,0.7378,1.4914
08:15:46:318,0.3516,0.7566,1.5106
08:15:46:322,0.3264,0.7502,1.5278
08:15:46:326,0.3528,0.7414,1.5322
08:15:46:330,0.3472,0.7526,1.521
08:15:46:333,0.32,0.7522,1.5458
08:15:46:337,0.3268,0.737,1.5554
08:15:46:341,0.3456,0.7278,1.5374
08:15:46:345,0.3348,0.747,1.5274
08:15:46:349,0.3256,0.7354,1.5478
08:15:46:353,0.3376,0.7462,1.551
08:15:46:357,0.3332,0.7298,1.5386
08:15:46:361,0.3352,0.7354,1.5814
08:15:46:365,0.332,0.7222,1.575
08:15:46:369,0.3428,0.725,1.5794
08:15:46:373,0.3576,0.721,1.577
08:15:46:376,0.3448,0.733,1.6054
08:15:46:380,0.3128,0.755,1.5638
08:15:46:384,0.3396,0.7258,1.5742
08:15:46:388,0.3536,0.739,1.5598
08:15:46:392,0.3348,0.741,1.5566
08:15:46:396,0.324,0.7454,1.5366
08:15:46:400,0.3488,0.7298,1.5274
08:15:46:404,0.3356,0.7442,1.4926
08:15:46:408,0.3324,0.7406,1.5042
08:15:46:412,0.3364,0.729,1.5374
08:15:46:416,0.3592,0.7298,1.531
08:15:46:419,0.3564,0.735,1.5118
08:15:46:423,0.3524,0.7342,1.5082
08:15:46:427,0.3248,0.745,1.4682
08:15:46:431,0.3392,0.7402,1.4826
08:15:46:435,0.3388,0.7342,1.487
08:15:46:439,0.3464,0.7418,1.4946
08:15:46:443,0.3672,0.7506,1.5014
08:15:46:447,0.3372,0.7346,1.5346
08:15:46:451,0.3132,0.7478,1.5302
08:15:46:455,0.3496,0.7194,1.5238
08:15:46:458,0.3352,0.727,1.539
08:15:46:462,0.3124,0.7362,1.5566
08:15:46:466,0.332,0.7246,1.5366
08:15:46:470,0.3488,0.7306,1.5058
08:15:46:474,0.3296,0.7374,1.511
08:15:46:478,0.3268,0.741,1.505
08:15:46:482,0.3216,0.7374,1.511
08:15:46:486,0.3396,0.7626,1.5082
08:15:46:490,0.326,0.7494,1.511
08:15:46:494,0.3376,0.7654,1.5114
08:15:46:498,0.3472,0.7438,1.5142
08:15:46:501,0.3384,0.7478,1.5254
08:15:46:505,0.3612,0.7654,1.5082
08:15:46:509,0.3544,0.751,1.5138
08:15:46:513,0.3328,0.7706,1.5198
08:15:46:517,0.34,0.7618,1.5454
08:15:46:521,0.3284,0.7578,1.5258
08:15:46:525,0.34,0.7478,1.5338
08:15:46:529,0.3336,0.7494,1.5194
08:15:46:533,0.3324,0.7486,1.5038
08:15:46:537,0.3212,0.751,1.533
08:15:46:541,0.3112,0.7486,1.5302
08:15:46:544,0.3348,0.743,1.559
08:15:46:548,0.3288,0.733,1.5614
08:15:46:552,0.3672,0.731,1.571
08:15:46:556,0.3456,0.7314,1.5258
08:15:46:560,0.3296,0.733,1.5482
08:15:46:564,0.3332,0.7446,1.5258
08:15:46:568,0.3304,0.7378,1.517
08:15:46:572,0.3468,0.753,1.5426
08:15:46:576,0.362,0.7478,1.5378
08:15:46:580,0.348,0.7574,1.5146
08:15:46:583,0.34,0.7414,1.5482
08:15:46:587,0.3184,0.7514,1.5562
08:15:46:591,0.3316,0.7334,1.5422
08:15:46:595,0.35,0.7206,1.5442
08:15:46:599,0.3552,0.7314,1.5238
08:15:46:603,0.3236,0.7338,1.5426
08:15:46:607,0.3176,0.733,1.5322
08:15:46:611,0.3392,0.7306,1.5254
08:15:46:615,0.314,0.7498,1.5458
08:15:46:619,0.326,0.7378,1.5334
08:15:46:623,0.364,0.7234,1.5282
08:15:46:626,0.3396,0.739,1.5014
08:15:46:630,0.3168,0.7262,1.509
08:15:46:634,0.3296,0.7398,1.5078
08:15:46:638,0.3436,0.7194,1.5118
08:15:46:642,0.364,0.7378,1.5098
08:15:46:646,0.326,0.7606,1.537
08:15:46:650,0.3444,0.7542,1.5486
08:15:46:654,0.354,0.7398,1.5114
08:15:46:658,0.3348,0.7582,1.5286
08:15:46:662,0.3216,0.7574,1.5334
08:15:46:666,0.34,0.7494,1.555
08:15:46:669,0.3432,0.7478,1.513
08:15:46:673,0.3104,0.7598,1.5414
08:15:46:677,0.32,0.7574,1.5498
08:15:46:681,0.3428,0.7482,1.553
08:15:46:685,0.342,0.7494,1.5378
08:15:46:689,0.3396,0.7574,1.5182
08:15:46:693,0.3076,0.771,1.5326
08:15:46:697,0.32,0.7454,1.5158
08:15:46:701,0.3344,0.741,1.5102
08:15:46:705,0.3452,0.7518,1.5418
08:15:46:708,0.3228,0.7518,1.525
08:15:46:712,0.3408,0.7358,1.5254
08:15:46:716,0.3592,0.735,1.4838
08:15:46:720,0.3308,0.7294,1.4846
08:15:46:724,0.322,0.7322,1.4862
08:15:46:728,0.3524,0.7146,1.5022
08:15:46:732,0.3664,0.7258,1.4866
08:15:46:736,0.34,0.7454,1.5014
08:15:46:740,0.312,0.7394,1.5146
08:15:46:744,0.3416,0.7298,1.5182
08:15:46:748,0.352,0.739,1.5066
08:15:46:751,0.3352,0.7482,1.5374
08:15:46:755,0.3212,0.753,1.5398
08:15:46:759,0.3488,0.741,1.5266
08:15:46:763,0.35,0.7454,1.5214
08:15:46:767,0.3116,0.7438,1.5426
08:15:46:771,0.33,0.7438,1.5462
08:15:46:775,0.3552,0.7258,1.529
08:15:46:779,0.3304,0.749,1.5058
08:15:46:783,0.3236,0.7478,1.513
08:15:46:787,0.3308,0.7454,1.4918
08:15:46:791,0.3388,0.7398,1.517
08:15:46:794,0.3508,0.7482,1.537
08:15:46:798,0.3384,0.7658,1.549
08:15:46:802,0.3388,0.7458,1.5394
08:15:46:806,0.3536,0.763,1.5438
08:15:46:810,0.334,0.7462,1.5454
08:15:46:814,0.3156,0.7618,1.5754
08:15:46:818,0.3412,0.753,1.5386
08:15:46:822,0.368,0.751,1.5426
08:15:46:826,0.3224,0.7574,1.5342
08:15:46:830,0.3268,0.761,1.5474
08:15:46:833,0.3192,0.751,1.5074
08:15:46:837,0.3404,0.7426,1.521
08:15:46:841,0.3472,0.743,1.5142
08:15:46:845,0.332,0.7454,1.511
08:15:46:849,0.3328,0.7374,1.5022
08:15:46:853,0.318,0.7474,1.511
08:15:46:857,0.3188,0.7378,1.5154
08:15:46:861,0.346,0.7394,1.5478
08:15:46:865,0.3332,0.741,1.5438
08:15:46:869,0.3552,0.7438,1.5162
08:15:46:873,0.3412,0.7582,1.5178
08:15:46:876,0.3196,0.7518,1.4918
08:15:46:880,0.3352,0.7526,1.4914
08:15:46:884,0.3228,0.737,1.5286
08:15:46:888,0.336,0.737,1.531
08:15:46:892,0.366,0.711,1.5074
08:15:46:896,0.3384,0.7182,1.5286
08:15:46:900,0.3212,0.7186,1.5222
08:15:46:904,0.3476,0.7158,1.4946
08:15:46:908,0.3448,0.7198,1.5298
08:15:46:912,0.332,0.7326,1.5234
08:15:46:916,0.35,0.7366,1.5222
08:15:46:919,0.3532,0.7294,1.5394
08:15:46:923,0.3376,0.7522,1.5286
08:15:46:927,0.3352,0.7298,1.5162
08:15:46:931,0.33,0.7546,1.549
08:15:46:935,0.3388,0.7406,1.5066
08:15:46:939,0.3644,0.7546,1.4918
08:15:46:943,0.3364,0.7474,1.4934
08:15:46:947,0.3124,0.7654,1.5358
08:15:46:951,0.3092,0.7322,1.5346
08:15:46:955,0.3268,0.7486,1.5322
08:15:46:958,0.344,0.7282,1.5378
08:15:46:962,0.3364,0.7306,1.5466
08:15:46:966,0.328,0.7326,1.5382
08:15:46:970,0.332,0.7342,1.525
08:15:46:974,0.3228,0.7682,1.5058
08:15:46:978,0.3272,0.7606,1.5678
08:15:46:982,0.362,0.7518,1.5498
08:15:46:986,0.3712,0.7558,1.5642
08:15:46:990,0.3244,0.7626,1.555
08:15:46:994,0.3384,0.7474,1.5534
08:15:46:998,0.3256,0.7486,1.5106
08:15:47:001,0.3476,0.7422,1.529
08:15:47:005,0.3224,0.7558,1.5086
08:15:47:009,0.3504,0.7602,1.5034
08:15:47:013,0.3552,0.7406,1.4922
08:15:47:017,0.3072,0.759,1.5002
08:15:47:021,0.3076,0.7614,1.5002
08:15:47:025,0.3292,0.7446,1.5134
08:15:47:029,0.3252,0.753,1.4982
08:15:47:033,0.3412,0.7602,1.4894
08:15:47:037,0.3272,0.755,1.4742
08:15:47:041,0.33,0.7714,1.4978
08:15:47:044,0.3312,0.7506,1.4886
08:15:47:048,0.3676,0.7666,1.4886
08:15:47:052,0.3588,0.7698,1.5062
08:15:47:056,0.3416,0.7714,1.5122
08:15:47:060,0.3412,0.7594,1.517
08:15:47:064,0.3136,0.7626,1.517
08:15:47:068,0.3492,0.761,1.5122
08:15:47:072,0.3432,0.749,1.5222
08:15:47:076,0.3336,0.7578,1.5346
08:15:47:080,0.3468,0.7578,1.5174
08:15:47:083,0.3268,0.773,1.5302
08:15:47:087,0.3164,0.7462,1.5554
08:15:47:091,0.3052,0.745,1.5458
08:15:47:095,0.3296,0.739,1.555
08:15:47:099,0.3376,0.747,1.5518
08:15:47:103,0.3336,0.7306,1.5514
08:15:47:107,0.3508,0.7466,1.5182
08:15:47:111,0.3132,0.7514,1.5266
08:15:47:115,0.3144,0.755,1.5302
08:15:47:119,0.3676,0.7438,1.5106
08:15:47:123,0.3376,0.7494,1.5194
08:15:47:126,0.32,0.7554,1.5478
08:15:47:130,0.3492,0.7518,1.539
08:15:47:134,0.3388,0.7298,1.5306
08:15:47:138,0.3352,0.7374,1.5322
08:15:47:142,0.362,0.7406,1.5394
08:15:47:146,0.36,0.7326,1.535
08:15:47:150,0.3224,0.7374,1.5322
08:15:47:154,0.3144,0.741,1.5294
08:15:47:158,0.3264,0.7246,1.5218
08:15:47:162,0.3352,0.7346,1.5394
08:15:47:166,0.3488,0.7178,1.5438
08:15:47:169,0.3376,0.7338,1.5346
08:15:47:173,0.3248,0.7338,1.5298
08:15:47:177,0.342,0.7386,1.517
08:15:47:181,0.3288,0.7474,1.5122
08:15:47:185,0.3376,0.7366,1.5374
08:15:47:189,0.3552,0.737,1.5218
08:15:47:193,0.338,0.7454,1.5194
08:15:47:197,0.3224,0.7626,1.5162
08:15:47:201,0.3376,0.7554,1.5138
08:15:47:205,0.3376,0.7654,1.5114
08:15:47:208,0.3532,0.7622,1.4982
08:15:47:212,0.362,0.771,1.5078
08:15:47:216,0.334,0.7698,1.4886
08:15:47:220,0.3272,0.7638,1.5018
08:15:47:224,0.342,0.7634,1.4802
08:15:47:228,0.3312,0.7718,1.5058
08:15:47:232,0.3396,0.7782,1.491
08:15:47:236,0.3456,0.7818,1.5134
08:15:47:240,0.3252,0.789,1.4962
08:15:47:244,0.3164,0.8042,1.5194
08:15:47:248,0.3328,0.7754,1.5102
08:15:47:251,0.3364,0.7886,1.5078
08:15:47:255,0.3216,0.7858,1.5154
