Time,VIB57,VIB58,VIB59
13:50:42:460,0.4196,0.7454,1.5374
13:50:42:464,0.4228,0.7466,1.529
13:50:42:468,0.4208,0.7458,1.535
13:50:42:472,0.4172,0.7474,1.5334
13:50:42:476,0.4208,0.747,1.5326
13:50:42:480,0.416,0.7482,1.5302
13:50:42:484,0.4204,0.7494,1.5322
13:50:42:488,0.4192,0.749,1.527
13:50:42:492,0.4192,0.7498,1.5334
13:50:42:496,0.4196,0.751,1.5282
13:50:42:500,0.4232,0.7522,1.5238
13:50:42:503,0.4188,0.7542,1.5318
13:50:42:507,0.4228,0.7538,1.5262
13:50:42:511,0.4172,0.7534,1.5302
13:50:42:515,0.42,0.753,1.5342
13:50:42:519,0.4168,0.7526,1.5302
13:50:42:523,0.414,0.7518,1.5314
13:50:42:527,0.4216,0.7502,1.5346
13:50:42:531,0.4184,0.7514,1.5306
13:50:42:535,0.4196,0.7518,1.5374
13:50:42:539,0.4212,0.749,1.5354
13:50:42:542,0.4224,0.7506,1.5266
13:50:42:546,0.4128,0.7482,1.5334
13:50:42:550,0.4236,0.7506,1.5262
13:50:42:554,0.4152,0.7502,1.529
13:50:42:558,0.422,0.7522,1.5334
13:50:42:562,0.418,0.7498,1.531
13:50:42:566,0.416,0.7538,1.5274
13:50:42:570,0.4228,0.7486,1.529
13:50:42:574,0.4172,0.7546,1.527
13:50:42:578,0.416,0.751,1.5314
13:50:42:582,0.4244,0.7526,1.5266
13:50:42:585,0.412,0.7522,1.5286
13:50:42:589,0.4196,0.749,1.5318
13:50:42:593,0.422,0.7502,1.5322
13:50:42:597,0.4136,0.7514,1.529
13:50:42:601,0.4244,0.7482,1.5354
13:50:42:605,0.4168,0.749,1.531
13:50:42:609,0.4184,0.7482,1.531
13:50:42:613,0.4224,0.7446,1.5354
13:50:42:617,0.4184,0.7498,1.5286
13:50:42:621,0.418,0.747,1.5322
13:50:42:625,0.4212,0.7486,1.5322
13:50:42:628,0.4148,0.7498,1.5314
13:50:42:632,0.4208,0.7494,1.5334
13:50:42:636,0.42,0.7506,1.5322
13:50:42:640,0.4152,0.7498,1.529
13:50:42:644,0.4236,0.7518,1.5334
13:50:42:648,0.418,0.7518,1.5366
13:50:42:652,0.4208,0.751,1.5306
13:50:42:656,0.4184,0.7526,1.5382
13:50:42:660,0.4176,0.753,1.5298
13:50:42:664,0.4204,0.7538,1.533
13:50:42:667,0.4192,0.7506,1.5322
13:50:42:671,0.4196,0.7558,1.5326
13:50:42:675,0.4164,0.753,1.5306
13:50:42:679,0.4212,0.7566,1.5314
13:50:42:683,0.4204,0.7534,1.529
13:50:42:687,0.4184,0.7518,1.5286
13:50:42:691,0.4168,0.7538,1.5318
13:50:42:695,0.418,0.7538,1.5242
13:50:42:699,0.4188,0.753,1.5322
13:50:42:703,0.4188,0.7562,1.5266
13:50:42:707,0.4216,0.7526,1.5254
13:50:42:710,0.4168,0.7554,1.5258
13:50:42:714,0.4196,0.7574,1.5246
13:50:42:718,0.4208,0.7526,1.5254
13:50:42:722,0.4172,0.753,1.5294
13:50:42:726,0.4188,0.7554,1.5238
13:50:42:730,0.4184,0.7534,1.5306
13:50:42:734,0.4184,0.7574,1.531
13:50:42:738,0.422,0.7506,1.5282
13:50:42:742,0.416,0.7538,1.5322
13:50:42:746,0.4192,0.7546,1.531
13:50:42:750,0.4196,0.7514,1.5282
13:50:42:753,0.418,0.7522,1.529
13:50:42:757,0.42,0.7486,1.527
13:50:42:761,0.4176,0.7522,1.5266
13:50:42:765,0.4148,0.7502,1.5306
13:50:42:769,0.4192,0.7498,1.5274
13:50:42:773,0.4192,0.7514,1.5246
13:50:42:777,0.4208,0.751,1.527
13:50:42:781,0.4224,0.7514,1.5282
13:50:42:785,0.4168,0.7542,1.5302
13:50:42:789,0.4184,0.753,1.5314
13:50:42:792,0.4224,0.755,1.531
13:50:42:796,0.4192,0.7534,1.5318
13:50:42:800,0.4204,0.7546,1.5326
13:50:42:804,0.4168,0.753,1.5306
13:50:42:808,0.4192,0.7554,1.5334
13:50:42:812,0.4212,0.7534,1.533
13:50:42:816,0.4132,0.755,1.5238
13:50:42:820,0.4184,0.7554,1.533
13:50:42:824,0.4168,0.7566,1.5254
13:50:42:828,0.414,0.7566,1.525
13:50:42:832,0.4156,0.7566,1.5278
13:50:42:835,0.4172,0.7546,1.527
13:50:42:839,0.4164,0.7558,1.5246
13:50:42:843,0.4236,0.7554,1.5258
13:50:42:847,0.4196,0.7558,1.5266
13:50:42:851,0.4172,0.7542,1.523
13:50:42:855,0.4228,0.7518,1.5262
13:50:42:859,0.4184,0.753,1.523
13:50:42:863,0.4228,0.751,1.5238
13:50:42:867,0.4208,0.7562,1.519
13:50:42:871,0.4188,0.7502,1.521
13:50:42:875,0.4192,0.7518,1.5202
13:50:42:878,0.422,0.7522,1.5202
13:50:42:882,0.4196,0.7498,1.5198
13:50:42:886,0.4224,0.7494,1.5222
13:50:42:890,0.4184,0.7526,1.5182
13:50:42:894,0.4176,0.7518,1.523
13:50:42:898,0.4188,0.7498,1.5226
13:50:42:902,0.4204,0.7502,1.5242
13:50:42:906,0.4168,0.7482,1.523
13:50:42:910,0.42,0.749,1.5222
13:50:42:914,0.4176,0.745,1.521
13:50:42:917,0.4216,0.7458,1.5206
13:50:42:921,0.416,0.7458,1.527
13:50:42:925,0.4172,0.7414,1.5182
13:50:42:929,0.4204,0.7434,1.5238
13:50:42:933,0.4168,0.743,1.5294
13:50:42:937,0.422,0.743,1.5234
13:50:42:941,0.4204,0.7446,1.5258
13:50:42:945,0.4172,0.7446,1.5274
13:50:42:949,0.4228,0.7434,1.5226
13:50:42:953,0.4176,0.7454,1.5258
13:50:42:957,0.42,0.7462,1.5254
13:50:42:960,0.4224,0.7466,1.5214
13:50:42:964,0.416,0.7462,1.5254
13:50:42:968,0.4168,0.7486,1.5262
13:50:42:972,0.4148,0.749,1.5278
13:50:42:976,0.422,0.7474,1.5318
13:50:42:980,0.4204,0.755,1.5242
13:50:42:984,0.4184,0.7534,1.5266
13:50:42:988,0.4176,0.7534,1.5318
13:50:42:992,0.4192,0.7554,1.529
13:50:42:996,0.4204,0.7542,1.5294
13:50:43:000,0.42,0.7526,1.5334
13:50:43:003,0.4196,0.7534,1.5286
13:50:43:007,0.4192,0.7526,1.5274
13:50:43:011,0.4216,0.7534,1.5274
13:50:43:015,0.418,0.7538,1.5258
13:50:43:019,0.4224,0.7526,1.525
13:50:43:023,0.4212,0.7534,1.5246
13:50:43:027,0.4164,0.753,1.521
13:50:43:031,0.4168,0.7514,1.5274
13:50:43:035,0.4192,0.753,1.5266
13:50:43:039,0.4196,0.7498,1.527
13:50:43:042,0.4188,0.7502,1.529
13:50:43:046,0.4224,0.7506,1.5274
13:50:43:050,0.4188,0.7534,1.5274
13:50:43:054,0.4204,0.751,1.5326
13:50:43:058,0.4204,0.7514,1.5298
13:50:43:062,0.4188,0.7466,1.525
13:50:43:066,0.4184,0.7486,1.5318
13:50:43:070,0.4192,0.747,1.525
13:50:43:074,0.418,0.7466,1.5274
13:50:43:078,0.416,0.7466,1.5262
13:50:43:082,0.4156,0.747,1.5238
13:50:43:085,0.4204,0.747,1.5286
13:50:43:089,0.4192,0.7482,1.5322
13:50:43:093,0.4192,0.747,1.529
13:50:43:097,0.4224,0.7466,1.5302
13:50:43:101,0.418,0.749,1.531
13:50:43:105,0.4236,0.7446,1.527
13:50:43:109,0.4184,0.7474,1.5322
13:50:43:113,0.416,0.7482,1.5318
13:50:43:117,0.4224,0.7494,1.5306
13:50:43:121,0.4196,0.7466,1.5322
13:50:43:125,0.4228,0.7494,1.5322
13:50:43:128,0.4252,0.749,1.5302
13:50:43:132,0.4188,0.7482,1.535
13:50:43:136,0.4192,0.7478,1.5322
13:50:43:140,0.4164,0.7482,1.5298
13:50:43:144,0.4188,0.7522,1.5306
13:50:43:148,0.424,0.7486,1.5322
13:50:43:152,0.4176,0.747,1.5318
13:50:43:156,0.4168,0.749,1.5354
13:50:43:160,0.4188,0.7494,1.5322
13:50:43:164,0.4196,0.753,1.5342
13:50:43:167,0.4204,0.751,1.5346
13:50:43:171,0.4216,0.7478,1.531
13:50:43:175,0.4188,0.7494,1.535
13:50:43:179,0.4224,0.7466,1.5354
13:50:43:183,0.4212,0.747,1.5346
13:50:43:187,0.422,0.7462,1.5378
13:50:43:191,0.4216,0.7462,1.5334
13:50:43:195,0.4232,0.7506,1.5338
13:50:43:199,0.42,0.7466,1.5366
13:50:43:203,0.4216,0.7506,1.5314
13:50:43:207,0.4196,0.7482,1.5326
13:50:43:210,0.4168,0.751,1.5334
13:50:43:214,0.4196,0.7466,1.5322
13:50:43:218,0.4172,0.7502,1.5302
13:50:43:222,0.4196,0.7486,1.5302
13:50:43:226,0.4176,0.7478,1.5322
13:50:43:230,0.42,0.7498,1.529
13:50:43:234,0.42,0.7482,1.5366
13:50:43:238,0.4204,0.7466,1.5334
13:50:43:242,0.4196,0.7482,1.5342
13:50:43:246,0.4204,0.7478,1.5362
13:50:43:250,0.4228,0.7474,1.5322
13:50:43:253,0.4224,0.7498,1.5346
13:50:43:257,0.4212,0.7446,1.5342
13:50:43:261,0.4176,0.7478,1.5342
13:50:43:265,0.422,0.7482,1.5322
13:50:43:269,0.4196,0.747,1.5366
13:50:43:273,0.4216,0.7506,1.5346
13:50:43:277,0.4212,0.7502,1.533
13:50:43:281,0.416,0.7494,1.5354
13:50:43:285,0.4236,0.749,1.5302
13:50:43:289,0.4172,0.7518,1.5334
13:50:43:292,0.4208,0.7518,1.5322
13:50:43:296,0.4208,0.7518,1.529
13:50:43:300,0.4168,0.7506,1.5322
13:50:43:304,0.4232,0.7494,1.5346
13:50:43:308,0.4228,0.7522,1.5322
13:50:43:312,0.4168,0.753,1.5342
13:50:43:316,0.424,0.7522,1.5338
13:50:43:320,0.4208,0.7518,1.5318
13:50:43:324,0.4232,0.7526,1.533
13:50:43:328,0.4248,0.7502,1.535
13:50:43:332,0.4188,0.7526,1.5302
13:50:43:335,0.4196,0.7518,1.5354
13:50:43:339,0.4228,0.7494,1.535
13:50:43:343,0.4192,0.7514,1.533
13:50:43:347,0.4212,0.7502,1.5334
13:50:43:351,0.4208,0.7526,1.5334
13:50:43:355,0.4188,0.7538,1.5258
13:50:43:359,0.418,0.755,1.5282
13:50:43:363,0.4176,0.7558,1.5286
13:50:43:367,0.4216,0.7574,1.525
13:50:43:371,0.4184,0.755,1.531
13:50:43:375,0.4224,0.7582,1.525
13:50:43:378,0.422,0.757,1.5266
13:50:43:382,0.4184,0.755,1.5282
13:50:43:386,0.4216,0.7586,1.5266
13:50:43:390,0.4168,0.7562,1.5222
13:50:43:394,0.4196,0.7546,1.5262
13:50:43:398,0.4196,0.7538,1.5214
13:50:43:402,0.4188,0.7542,1.5242
13:50:43:406,0.4188,0.7554,1.5258
13:50:43:410,0.42,0.7542,1.5202
13:50:43:414,0.4184,0.7534,1.5218
13:50:43:417,0.4192,0.7554,1.5246
13:50:43:421,0.4236,0.7514,1.5202
13:50:43:425,0.4212,0.751,1.5242
13:50:43:429,0.418,0.7486,1.5238
13:50:43:433,0.4196,0.7506,1.5226
13:50:43:437,0.4208,0.7526,1.5286
13:50:43:441,0.4212,0.7506,1.5254
13:50:43:445,0.4212,0.7498,1.5218
13:50:43:449,0.4176,0.7518,1.5242
13:50:43:453,0.4212,0.7498,1.525
13:50:43:457,0.4196,0.7514,1.5202
13:50:43:460,0.4188,0.753,1.521
13:50:43:464,0.4208,0.7502,1.5222
13:50:43:468,0.4152,0.7522,1.5178
13:50:43:472,0.4168,0.7546,1.523
13:50:43:476,0.422,0.7486,1.5246
13:50:43:480,0.418,0.7518,1.5198
13:50:43:484,0.4196,0.7522,1.523
13:50:43:488,0.4168,0.7514,1.5274
13:50:43:492,0.4168,0.751,1.5254
13:50:43:496,0.42,0.7518,1.5242
13:50:43:500,0.4188,0.7494,1.5278
13:50:43:503,0.4188,0.751,1.5246
13:50:43:507,0.4204,0.7518,1.5258
13:50:43:511,0.4176,0.753,1.521
13:50:43:515,0.42,0.7558,1.5222
13:50:43:519,0.418,0.7562,1.5226
13:50:43:523,0.4192,0.7546,1.523
13:50:43:527,0.42,0.7566,1.5222
13:50:43:531,0.4172,0.7534,1.5258
13:50:43:535,0.4168,0.7546,1.5254
13:50:43:539,0.4196,0.7538,1.523
13:50:43:542,0.4192,0.7546,1.5258
13:50:43:546,0.4196,0.7574,1.5274
13:50:43:550,0.4212,0.7518,1.5226
13:50:43:554,0.4172,0.7518,1.5254
13:50:43:558,0.4212,0.7514,1.5222
13:50:43:562,0.4152,0.7518,1.521
13:50:43:566,0.422,0.7542,1.5274
13:50:43:570,0.42,0.7498,1.5246
13:50:43:574,0.4168,0.7506,1.527
13:50:43:578,0.416,0.7506,1.529
13:50:43:582,0.422,0.7518,1.5254
13:50:43:585,0.416,0.751,1.5262
13:50:43:589,0.4192,0.7474,1.529
13:50:43:593,0.422,0.7502,1.5242
13:50:43:597,0.4168,0.7486,1.5254
13:50:43:601,0.4212,0.7514,1.5254
13:50:43:605,0.4156,0.7522,1.5254
13:50:43:609,0.4168,0.7522,1.5214
13:50:43:613,0.422,0.7526,1.5258
13:50:43:617,0.418,0.7566,1.5234
13:50:43:621,0.418,0.7514,1.521
13:50:43:625,0.4168,0.7498,1.5274
13:50:43:628,0.4152,0.7514,1.5258
13:50:43:632,0.4196,0.7498,1.525
13:50:43:636,0.4168,0.7494,1.5302
13:50:43:640,0.42,0.749,1.5286
13:50:43:644,0.4212,0.749,1.5298
13:50:43:648,0.4168,0.7518,1.533
13:50:43:652,0.4176,0.7502,1.5314
13:50:43:656,0.4204,0.7482,1.5302
13:50:43:660,0.4208,0.749,1.5298
13:50:43:664,0.4196,0.7518,1.5286
13:50:43:667,0.4176,0.749,1.5282
13:50:43:671,0.4184,0.7526,1.5334
13:50:43:675,0.4204,0.7498,1.529
13:50:43:679,0.4164,0.7526,1.531
13:50:43:683,0.4208,0.7542,1.5378
13:50:43:687,0.4196,0.7522,1.5322
13:50:43:691,0.4176,0.7546,1.5346
13:50:43:695,0.4228,0.7522,1.5342
13:50:43:699,0.4188,0.753,1.5354
13:50:43:703,0.4196,0.7542,1.5322
13:50:43:707,0.4212,0.7534,1.5346
13:50:43:710,0.416,0.753,1.5338
13:50:43:714,0.4188,0.7546,1.531
13:50:43:718,0.418,0.7546,1.5342
13:50:43:722,0.4172,0.753,1.5294
13:50:43:726,0.4192,0.7518,1.531
13:50:43:730,0.4172,0.7522,1.5346
13:50:43:734,0.4216,0.751,1.5306
13:50:43:738,0.4176,0.7494,1.5306
13:50:43:742,0.4184,0.7522,1.5342
13:50:43:746,0.4192,0.7514,1.5322
13:50:43:750,0.4196,0.7518,1.531
13:50:43:753,0.4212,0.749,1.529
13:50:43:757,0.4176,0.7506,1.527
13:50:43:761,0.418,0.7502,1.5298
13:50:43:765,0.416,0.7474,1.527
13:50:43:769,0.4176,0.7518,1.5238
13:50:43:773,0.4172,0.7522,1.5286
13:50:43:777,0.4184,0.7498,1.5314
13:50:43:781,0.422,0.7498,1.5286
13:50:43:785,0.4172,0.7518,1.5322
13:50:43:789,0.4192,0.7494,1.5322
13:50:43:792,0.4196,0.7522,1.5334
13:50:43:796,0.4188,0.7502,1.5318
13:50:43:800,0.418,0.7482,1.5334
13:50:43:804,0.4184,0.7542,1.531
13:50:43:808,0.4188,0.7478,1.5306
13:50:43:812,0.4204,0.751,1.5322
13:50:43:816,0.4176,0.7506,1.5282
13:50:43:820,0.4192,0.7518,1.5314
13:50:43:824,0.4208,0.7498,1.5306
13:50:43:828,0.4204,0.753,1.5318
13:50:43:832,0.4224,0.7514,1.531
13:50:43:835,0.4176,0.7522,1.5282
13:50:43:839,0.4196,0.753,1.527
13:50:43:843,0.4212,0.751,1.5314
13:50:43:847,0.4208,0.7538,1.5322
13:50:43:851,0.4212,0.7542,1.5294
13:50:43:855,0.4192,0.7558,1.531
13:50:43:859,0.416,0.7498,1.5326
13:50:43:863,0.4172,0.7546,1.5318
13:50:43:867,0.4168,0.7506,1.5334
13:50:43:871,0.4204,0.7498,1.5346
13:50:43:875,0.4196,0.747,1.5334
13:50:43:878,0.4196,0.7502,1.5366
13:50:43:882,0.418,0.7486,1.5378
13:50:43:886,0.4196,0.749,1.5318
13:50:43:890,0.4172,0.7502,1.533
13:50:43:894,0.4212,0.749,1.535
13:50:43:898,0.4196,0.749,1.529
13:50:43:902,0.4188,0.7478,1.5294
13:50:43:906,0.422,0.7458,1.5266
13:50:43:910,0.4196,0.7498,1.525
13:50:43:914,0.4192,0.749,1.5274
13:50:43:917,0.422,0.7482,1.5278
13:50:43:921,0.4204,0.7494,1.5254
13:50:43:925,0.42,0.7506,1.5246
13:50:43:929,0.4236,0.7466,1.5278
13:50:43:933,0.42,0.7474,1.5266
13:50:43:937,0.4212,0.747,1.5258
13:50:43:941,0.4204,0.7478,1.5262
13:50:43:945,0.4188,0.749,1.5246
13:50:43:949,0.4172,0.7522,1.519
13:50:43:953,0.4184,0.7494,1.5238
13:50:43:957,0.4184,0.7514,1.5214
13:50:43:960,0.4184,0.7522,1.5222
13:50:43:964,0.42,0.7518,1.5262
13:50:43:968,0.4204,0.7486,1.5222
13:50:43:972,0.4192,0.7518,1.5254
13:50:43:976,0.4196,0.7494,1.5266
13:50:43:980,0.4196,0.749,1.521
13:50:43:984,0.4196,0.7482,1.5218
13:50:43:988,0.422,0.7522,1.5258
13:50:43:992,0.4208,0.7534,1.523
13:50:43:996,0.4212,0.7514,1.5262
13:50:44:000,0.4232,0.753,1.5258
13:50:44:003,0.4204,0.7562,1.5214
13:50:44:007,0.4168,0.7574,1.5238
13:50:44:011,0.422,0.7534,1.529
13:50:44:015,0.4168,0.755,1.527
13:50:44:019,0.4196,0.7534,1.529
13:50:44:023,0.4236,0.7526,1.533
13:50:44:027,0.4196,0.7518,1.527
13:50:44:031,0.4224,0.7546,1.5318
13:50:44:035,0.4168,0.7518,1.5346
13:50:44:039,0.4208,0.7542,1.5318
13:50:44:042,0.4192,0.7522,1.5266
13:50:44:046,0.4168,0.7526,1.5322
13:50:44:050,0.4212,0.7506,1.5278
13:50:44:054,0.4204,0.7522,1.5318
13:50:44:058,0.422,0.7518,1.531
13:50:44:062,0.4216,0.751,1.5302
13:50:44:066,0.4224,0.7526,1.5326
13:50:44:070,0.4224,0.7502,1.539
13:50:44:074,0.42,0.7506,1.5318
13:50:44:078,0.4204,0.751,1.5314
13:50:44:082,0.4224,0.747,1.5334
13:50:44:085,0.4196,0.7514,1.5302
13:50:44:089,0.4192,0.7494,1.5302
13:50:44:093,0.4196,0.751,1.531
13:50:44:097,0.4188,0.7534,1.5278
13:50:44:101,0.42,0.755,1.527
13:50:44:105,0.4244,0.7546,1.5302
13:50:44:109,0.4208,0.7538,1.5282
13:50:44:113,0.4192,0.7526,1.5282
13:50:44:117,0.4236,0.7506,1.5298
13:50:44:121,0.4168,0.7502,1.5322
13:50:44:125,0.4188,0.7494,1.5286
13:50:44:128,0.422,0.7498,1.5306
13:50:44:132,0.4188,0.7486,1.5274
13:50:44:136,0.4212,0.7502,1.5262
13:50:44:140,0.4196,0.751,1.529
13:50:44:144,0.4184,0.7518,1.5254
13:50:44:148,0.422,0.751,1.5242
13:50:44:152,0.4168,0.7518,1.5298
13:50:44:156,0.4232,0.7514,1.527
13:50:44:160,0.4212,0.7514,1.5258
13:50:44:164,0.4184,0.7542,1.5286
13:50:44:167,0.4208,0.7554,1.5306
13:50:44:171,0.4172,0.7494,1.5266
13:50:44:175,0.4196,0.7526,1.5294
13:50:44:179,0.4236,0.7542,1.5294
13:50:44:183,0.42,0.7518,1.5278
13:50:44:187,0.4212,0.7546,1.529
13:50:44:191,0.4224,0.749,1.5242
13:50:44:195,0.4196,0.7494,1.5298
13:50:44:199,0.4236,0.749,1.529
13:50:44:203,0.4184,0.7502,1.5294
13:50:44:207,0.4188,0.7478,1.5266
13:50:44:210,0.42,0.7502,1.5326
13:50:44:214,0.4188,0.751,1.5302
13:50:44:218,0.4224,0.7474,1.5258
13:50:44:222,0.42,0.7514,1.529
13:50:44:226,0.4204,0.749,1.5334
13:50:44:230,0.4228,0.7506,1.5314
13:50:44:234,0.4176,0.7486,1.5334
13:50:44:238,0.424,0.749,1.5354
13:50:44:242,0.4188,0.7478,1.5286
13:50:44:246,0.4216,0.7442,1.5338
13:50:44:250,0.4232,0.7442,1.5354
13:50:44:253,0.4228,0.747,1.5278
13:50:44:257,0.4188,0.7474,1.533
13:50:44:261,0.4212,0.749,1.5306
13:50:44:265,0.416,0.7462,1.5274
13:50:44:269,0.4212,0.747,1.5314
13:50:44:273,0.422,0.7458,1.531
13:50:44:277,0.422,0.7474,1.529
13:50:44:281,0.4192,0.747,1.5266
13:50:44:285,0.4196,0.745,1.5298
13:50:44:289,0.4224,0.7466,1.5242
13:50:44:292,0.42,0.7474,1.5246
13:50:44:296,0.4208,0.751,1.5282
13:50:44:300,0.4208,0.7466,1.521
13:50:44:304,0.4188,0.7498,1.5258
13:50:44:308,0.4228,0.7498,1.5286
13:50:44:312,0.4208,0.7506,1.5234
13:50:44:316,0.4212,0.7506,1.5282
13:50:44:320,0.4212,0.7522,1.5294
13:50:44:324,0.4204,0.7562,1.5266
13:50:44:328,0.4216,0.7558,1.525
13:50:44:332,0.4176,0.7546,1.5302
13:50:44:335,0.4216,0.757,1.5226
13:50:44:339,0.4224,0.755,1.5222
13:50:44:343,0.4172,0.7574,1.527
13:50:44:347,0.4196,0.7574,1.5154
13:50:44:351,0.4192,0.7542,1.517
13:50:44:355,0.4184,0.7562,1.5254
13:50:44:359,0.4208,0.755,1.5206
13:50:44:363,0.4184,0.7542,1.5194
13:50:44:367,0.4192,0.7546,1.5294
13:50:44:371,0.4204,0.7522,1.529
13:50:44:375,0.4192,0.7518,1.5226
13:50:44:378,0.4212,0.7494,1.5282
13:50:44:382,0.4204,0.7486,1.5286
13:50:44:386,0.422,0.747,1.5238
13:50:44:390,0.4188,0.7506,1.5286
13:50:44:394,0.4196,0.747,1.5318
13:50:44:398,0.4204,0.7498,1.5214
13:50:44:402,0.4188,0.7494,1.5238
13:50:44:406,0.4184,0.7494,1.5282
13:50:44:410,0.4232,0.7482,1.5194
13:50:44:414,0.4168,0.751,1.525
13:50:44:417,0.4184,0.749,1.5262
13:50:44:421,0.4228,0.7506,1.5198
13:50:44:425,0.4168,0.7486,1.5238
13:50:44:429,0.42,0.747,1.531
13:50:44:433,0.4176,0.7442,1.5278
13:50:44:437,0.4168,0.7454,1.5286
13:50:44:441,0.4232,0.745,1.5318
13:50:44:445,0.4204,0.745,1.5274
13:50:44:449,0.4184,0.7486,1.5258
13:50:44:453,0.4216,0.7458,1.5286
13:50:44:457,0.4184,0.7494,1.527
13:50:44:460,0.4164,0.7486,1.5254
13:50:44:464,0.422,0.7466,1.5322
13:50:44:468,0.4188,0.7478,1.5306
13:50:44:472,0.4192,0.7514,1.5302
13:50:44:476,0.4184,0.751,1.5334
13:50:44:480,0.4208,0.7518,1.5278
13:50:44:484,0.4172,0.7518,1.5262
13:50:44:488,0.4176,0.751,1.535
13:50:44:492,0.4212,0.7518,1.5342
13:50:44:496,0.416,0.7554,1.5298
13:50:44:500,0.42,0.7514,1.5346
13:50:44:503,0.4196,0.7554,1.5358
13:50:44:507,0.4172,0.7578,1.529
13:50:44:511,0.4196,0.749,1.5346
13:50:44:515,0.4196,0.7526,1.5314
13:50:44:519,0.4144,0.7526,1.5306
13:50:44:523,0.4156,0.7482,1.527
13:50:44:527,0.418,0.7502,1.5334
13:50:44:531,0.4168,0.7546,1.5306
13:50:44:535,0.4184,0.751,1.531
13:50:44:539,0.4208,0.7534,1.5306
13:50:44:542,0.4148,0.7542,1.5322
13:50:44:546,0.4192,0.751,1.5306
13:50:44:550,0.4176,0.751,1.5326
13:50:44:554,0.414,0.7522,1.5274
13:50:44:558,0.4212,0.747,1.529
13:50:44:562,0.4168,0.7478,1.5334
13:50:44:566,0.416,0.7486,1.5354
13:50:44:570,0.422,0.7478,1.5314
13:50:44:574,0.4212,0.7478,1.5334
13:50:44:578,0.4196,0.7478,1.5326
13:50:44:582,0.4184,0.747,1.5338
13:50:44:585,0.4184,0.7494,1.5342
13:50:44:589,0.4176,0.749,1.5314
13:50:44:593,0.4216,0.7442,1.5294
13:50:44:597,0.4192,0.7498,1.5358
13:50:44:601,0.416,0.749,1.5342
13:50:44:605,0.4204,0.7434,1.5318
13:50:44:609,0.4192,0.7506,1.5334
13:50:44:613,0.4168,0.7478,1.5342
13:50:44:617,0.4224,0.747,1.5278
13:50:44:621,0.4176,0.7502,1.5342
13:50:44:625,0.418,0.7498,1.5362
13:50:44:628,0.4196,0.7494,1.529
13:50:44:632,0.42,0.755,1.5326
13:50:44:636,0.4156,0.7518,1.5298
13:50:44:640,0.4228,0.7526,1.5294
13:50:44:644,0.416,0.7534,1.531
13:50:44:648,0.4172,0.7546,1.529
13:50:44:652,0.422,0.7542,1.5266
13:50:44:656,0.4176,0.7586,1.5278
13:50:44:660,0.4188,0.7566,1.5254
13:50:44:664,0.4224,0.755,1.5258
13:50:44:667,0.4164,0.759,1.5266
13:50:44:671,0.4172,0.753,1.5298
13:50:44:675,0.416,0.7538,1.527
13:50:44:679,0.4192,0.7566,1.5322
13:50:44:683,0.416,0.7518,1.5302
13:50:44:687,0.4192,0.7534,1.5254
13:50:44:691,0.412,0.7562,1.5266
13:50:44:695,0.4196,0.753,1.527
13:50:44:699,0.4252,0.7514,1.5294
13:50:44:703,0.4172,0.755,1.5278
13:50:44:707,0.422,0.7522,1.5302
13:50:44:710,0.4236,0.7522,1.5278
13:50:44:714,0.4156,0.7546,1.5282
13:50:44:718,0.4188,0.7506,1.5254
13:50:44:722,0.4212,0.7502,1.5254
13:50:44:726,0.4184,0.751,1.5278
13:50:44:730,0.4192,0.7502,1.5262
13:50:44:734,0.422,0.751,1.5286
13:50:44:738,0.4164,0.7518,1.531
13:50:44:742,0.416,0.7486,1.5262
13:50:44:746,0.4208,0.7514,1.529
13:50:44:750,0.4128,0.7526,1.5334
13:50:44:753,0.4188,0.7498,1.5266
13:50:44:757,0.4228,0.749,1.5298
13:50:44:761,0.4116,0.7498,1.5334
13:50:44:765,0.4224,0.749,1.525
13:50:44:769,0.4232,0.7514,1.525
13:50:44:773,0.4136,0.749,1.5302
13:50:44:777,0.424,0.751,1.525
13:50:44:781,0.4208,0.7554,1.531
13:50:44:785,0.412,0.7558,1.5314
13:50:44:789,0.4248,0.7514,1.5246
13:50:44:792,0.4164,0.7542,1.529
13:50:44:796,0.4184,0.755,1.527
13:50:44:800,0.4244,0.7558,1.5238
13:50:44:804,0.4196,0.7566,1.5258
13:50:44:808,0.418,0.7554,1.525
13:50:44:812,0.4204,0.7574,1.5182
13:50:44:816,0.4144,0.7574,1.5258
13:50:44:820,0.4192,0.7566,1.5194
13:50:44:824,0.4224,0.7538,1.519
13:50:44:828,0.4192,0.7562,1.5262
13:50:44:832,0.4212,0.7542,1.5258
13:50:44:835,0.4224,0.7542,1.5254
13:50:44:839,0.42,0.7538,1.5278
13:50:44:843,0.416,0.749,1.5234
13:50:44:847,0.4208,0.7494,1.5202
13:50:44:851,0.4228,0.7518,1.5258
13:50:44:855,0.4168,0.749,1.5238
13:50:44:859,0.4224,0.7458,1.5214
13:50:44:863,0.42,0.7494,1.523
13:50:44:867,0.4184,0.7486,1.5242
13:50:44:871,0.424,0.7474,1.5202
13:50:44:875,0.4168,0.749,1.5226
13:50:44:878,0.4156,0.749,1.5222
13:50:44:882,0.4252,0.749,1.521
13:50:44:886,0.4196,0.7494,1.525
13:50:44:890,0.418,0.7466,1.5262
13:50:44:894,0.4244,0.7486,1.5254
