Time,VIB57,VIB58,VIB59
13:51:39:878,0.4216,0.7518,1.5202
13:51:39:882,0.4184,0.7518,1.5218
13:51:39:886,0.416,0.7506,1.5262
13:51:39:890,0.4216,0.7518,1.5262
13:51:39:894,0.4196,0.7514,1.5266
13:51:39:898,0.4172,0.7526,1.5254
13:51:39:902,0.4164,0.7526,1.5254
13:51:39:906,0.4188,0.7554,1.525
13:51:39:910,0.4192,0.7562,1.5254
13:51:39:914,0.4196,0.7602,1.5262
13:51:39:917,0.4192,0.7598,1.5246
13:51:39:921,0.4284,0.759,1.5274
13:51:39:925,0.4208,0.7582,1.5258
13:51:39:929,0.4204,0.7586,1.5254
13:51:39:933,0.4212,0.7598,1.5302
13:51:39:937,0.4192,0.7578,1.5266
13:51:39:941,0.4176,0.755,1.5274
13:51:39:945,0.418,0.7574,1.531
13:51:39:949,0.4176,0.7554,1.529
13:51:39:953,0.418,0.7566,1.5298
13:51:39:957,0.4172,0.7546,1.529
13:51:39:960,0.4212,0.7518,1.5278
13:51:39:964,0.4212,0.7514,1.5238
13:51:39:968,0.4208,0.749,1.5238
13:51:39:972,0.4168,0.7518,1.5266
13:51:39:976,0.42,0.7514,1.5246
13:51:39:980,0.422,0.7478,1.5246
13:51:39:984,0.418,0.749,1.5254
13:51:39:988,0.4188,0.747,1.5226
13:51:39:992,0.4196,0.7482,1.5182
13:51:39:996,0.4212,0.7482,1.521
13:51:40:000,0.4232,0.7454,1.5226
13:51:40:003,0.418,0.7498,1.5274
13:51:40:007,0.4208,0.7498,1.521
13:51:40:011,0.416,0.7482,1.525
13:51:40:015,0.418,0.7498,1.5274
13:51:40:019,0.42,0.753,1.5278
13:51:40:023,0.416,0.7522,1.5262
13:51:40:027,0.4228,0.7546,1.5266
13:51:40:031,0.418,0.755,1.529
13:51:40:035,0.4236,0.759,1.527
13:51:40:039,0.418,0.7558,1.5258
13:51:40:042,0.4184,0.7606,1.5278
13:51:40:046,0.4176,0.7594,1.5254
13:51:40:050,0.42,0.7602,1.5246
13:51:40:054,0.4168,0.7626,1.529
13:51:40:058,0.4184,0.7594,1.525
13:51:40:062,0.4196,0.7626,1.5234
13:51:40:066,0.4212,0.763,1.5254
13:51:40:070,0.4184,0.7626,1.5274
13:51:40:074,0.4192,0.7602,1.5258
13:51:40:078,0.4208,0.7574,1.5238
13:51:40:082,0.4172,0.7578,1.527
13:51:40:085,0.4156,0.7594,1.5282
13:51:40:089,0.4204,0.7562,1.527
13:51:40:093,0.4216,0.7582,1.5326
13:51:40:097,0.4184,0.7566,1.527
13:51:40:101,0.4216,0.7554,1.529
13:51:40:105,0.4188,0.7562,1.5286
13:51:40:109,0.4212,0.753,1.5286
13:51:40:113,0.4188,0.7502,1.5294
13:51:40:117,0.4216,0.7538,1.5294
13:51:40:121,0.4196,0.7506,1.5286
13:51:40:125,0.4224,0.749,1.5322
13:51:40:128,0.4176,0.7502,1.5286
13:51:40:132,0.4168,0.7522,1.5298
13:51:40:136,0.4168,0.753,1.5338
13:51:40:140,0.4232,0.7506,1.529
13:51:40:144,0.4184,0.7526,1.5318
13:51:40:148,0.4216,0.7522,1.5294
13:51:40:152,0.4192,0.7538,1.533
13:51:40:156,0.4188,0.753,1.533
13:51:40:160,0.4208,0.7506,1.5334
13:51:40:164,0.42,0.7546,1.5338
13:51:40:167,0.4168,0.7542,1.5322
13:51:40:171,0.4224,0.7534,1.5286
13:51:40:175,0.4204,0.7558,1.5274
13:51:40:179,0.4192,0.757,1.5286
13:51:40:183,0.4144,0.7598,1.529
13:51:40:187,0.422,0.7574,1.5234
13:51:40:191,0.4196,0.7598,1.5294
13:51:40:195,0.4164,0.7622,1.5274
13:51:40:199,0.424,0.7602,1.5234
13:51:40:203,0.4172,0.7602,1.5222
13:51:40:207,0.42,0.7582,1.523
13:51:40:210,0.4196,0.7582,1.5246
13:51:40:214,0.4192,0.7614,1.5246
13:51:40:218,0.418,0.755,1.525
13:51:40:222,0.4188,0.7546,1.5278
13:51:40:226,0.418,0.7554,1.5306
13:51:40:230,0.42,0.7518,1.5282
13:51:40:234,0.4208,0.7514,1.527
13:51:40:238,0.4192,0.7538,1.5298
13:51:40:242,0.4212,0.7498,1.531
13:51:40:246,0.4224,0.7494,1.5314
13:51:40:250,0.4208,0.747,1.5314
13:51:40:253,0.4192,0.7478,1.5322
13:51:40:257,0.4216,0.7462,1.5294
13:51:40:261,0.4224,0.745,1.5318
13:51:40:265,0.42,0.749,1.529
13:51:40:269,0.42,0.7486,1.527
13:51:40:273,0.418,0.7474,1.5266
13:51:40:277,0.4236,0.7478,1.5274
13:51:40:281,0.4176,0.7482,1.5286
13:51:40:285,0.42,0.7478,1.5266
13:51:40:289,0.418,0.747,1.527
13:51:40:292,0.4196,0.747,1.5286
13:51:40:296,0.4224,0.749,1.5266
13:51:40:300,0.4216,0.745,1.523
13:51:40:304,0.4188,0.7466,1.5226
13:51:40:308,0.4204,0.7506,1.5246
13:51:40:312,0.4176,0.7474,1.5282
13:51:40:316,0.4176,0.7502,1.529
13:51:40:320,0.4172,0.7514,1.5262
13:51:40:324,0.4192,0.753,1.527
13:51:40:328,0.4228,0.7514,1.5314
13:51:40:332,0.4168,0.7526,1.5306
13:51:40:335,0.4184,0.749,1.535
13:51:40:339,0.4204,0.7494,1.5334
13:51:40:343,0.4192,0.7534,1.5342
13:51:40:347,0.42,0.7534,1.5338
13:51:40:351,0.4196,0.7514,1.5366
13:51:40:355,0.42,0.7522,1.5282
13:51:40:359,0.4204,0.753,1.5314
13:51:40:363,0.4176,0.751,1.5378
13:51:40:367,0.4184,0.7566,1.533
13:51:40:371,0.4232,0.751,1.5286
13:51:40:375,0.4168,0.7534,1.5298
13:51:40:378,0.4208,0.7526,1.5306
13:51:40:382,0.4244,0.749,1.5282
13:51:40:386,0.4192,0.747,1.5338
13:51:40:390,0.4212,0.7482,1.5322
13:51:40:394,0.4188,0.7474,1.5342
13:51:40:398,0.418,0.7474,1.5294
13:51:40:402,0.4188,0.7454,1.5322
13:51:40:406,0.4184,0.7486,1.5334
13:51:40:410,0.4188,0.7442,1.5318
13:51:40:414,0.42,0.7478,1.5306
13:51:40:417,0.416,0.7442,1.5302
13:51:40:421,0.4212,0.7466,1.5258
13:51:40:425,0.4228,0.7474,1.5306
13:51:40:429,0.4176,0.747,1.527
13:51:40:433,0.42,0.7478,1.5298
13:51:40:437,0.4172,0.7462,1.5298
13:51:40:441,0.4172,0.7462,1.5278
13:51:40:445,0.4164,0.7454,1.529
13:51:40:449,0.4156,0.749,1.5322
13:51:40:453,0.4168,0.747,1.5298
13:51:40:457,0.4212,0.7478,1.529
13:51:40:460,0.4224,0.7494,1.5358
13:51:40:464,0.42,0.7482,1.5358
13:51:40:468,0.4196,0.7494,1.535
13:51:40:472,0.4188,0.7486,1.533
13:51:40:476,0.4172,0.7518,1.5398
13:51:40:480,0.4192,0.7534,1.5362
13:51:40:484,0.4232,0.7542,1.5374
13:51:40:488,0.4228,0.7562,1.5378
13:51:40:492,0.4208,0.7574,1.539
13:51:40:496,0.4192,0.759,1.539
13:51:40:500,0.418,0.7578,1.537
13:51:40:503,0.418,0.7558,1.5374
13:51:40:507,0.4184,0.759,1.535
13:51:40:511,0.418,0.759,1.5322
13:51:40:515,0.4196,0.759,1.535
13:51:40:519,0.4168,0.759,1.5318
13:51:40:523,0.4232,0.7578,1.5322
13:51:40:527,0.4156,0.7578,1.535
13:51:40:531,0.4204,0.7582,1.5322
13:51:40:535,0.4224,0.759,1.5366
13:51:40:539,0.4168,0.7562,1.535
13:51:40:542,0.4216,0.7542,1.5338
13:51:40:546,0.4208,0.7554,1.535
13:51:40:550,0.4176,0.7562,1.5322
13:51:40:554,0.4192,0.751,1.5318
13:51:40:558,0.4188,0.7542,1.5338
13:51:40:562,0.4208,0.751,1.5318
13:51:40:566,0.4196,0.7506,1.5342
13:51:40:570,0.4188,0.7518,1.5302
13:51:40:574,0.416,0.747,1.5266
13:51:40:578,0.4196,0.7478,1.5274
13:51:40:582,0.4208,0.7438,1.5222
13:51:40:585,0.4176,0.7474,1.5274
13:51:40:589,0.416,0.747,1.523
13:51:40:593,0.4188,0.743,1.5246
13:51:40:597,0.4144,0.749,1.5238
13:51:40:601,0.4204,0.747,1.5194
13:51:40:605,0.4192,0.7442,1.5234
13:51:40:609,0.4208,0.7442,1.5194
13:51:40:613,0.4224,0.7418,1.5254
13:51:40:617,0.4196,0.747,1.5202
13:51:40:621,0.4204,0.7466,1.521
13:51:40:625,0.4192,0.7458,1.5206
13:51:40:628,0.4188,0.7478,1.5214
13:51:40:632,0.4168,0.7474,1.5186
13:51:40:636,0.4172,0.7514,1.521
13:51:40:640,0.418,0.7498,1.5174
13:51:40:644,0.4192,0.749,1.5182
13:51:40:648,0.4204,0.7542,1.5222
13:51:40:652,0.4164,0.7518,1.5198
13:51:40:656,0.4204,0.7514,1.5214
13:51:40:660,0.418,0.7514,1.519
13:51:40:664,0.4224,0.7518,1.5226
13:51:40:667,0.4192,0.7526,1.5178
13:51:40:671,0.4168,0.7506,1.5182
13:51:40:675,0.4168,0.7502,1.5182
13:51:40:679,0.4204,0.7518,1.5198
13:51:40:683,0.4164,0.753,1.5178
13:51:40:687,0.4204,0.7546,1.5226
13:51:40:691,0.4184,0.7518,1.5222
13:51:40:695,0.424,0.753,1.527
13:51:40:699,0.4172,0.7534,1.5294
13:51:40:703,0.42,0.7502,1.5298
13:51:40:707,0.4188,0.7506,1.527
13:51:40:710,0.4192,0.749,1.5294
13:51:40:714,0.4164,0.749,1.527
13:51:40:718,0.4156,0.755,1.5226
13:51:40:722,0.4236,0.7514,1.5206
13:51:40:726,0.418,0.753,1.5222
13:51:40:730,0.4188,0.755,1.5242
13:51:40:734,0.418,0.7526,1.519
13:51:40:738,0.4168,0.7546,1.5194
13:51:40:742,0.4192,0.7538,1.5222
13:51:40:746,0.4212,0.7526,1.5194
13:51:40:750,0.4188,0.7522,1.519
13:51:40:753,0.4168,0.7522,1.5202
13:51:40:757,0.4208,0.7518,1.521
13:51:40:761,0.4224,0.7494,1.5258
13:51:40:765,0.422,0.747,1.521
13:51:40:769,0.4224,0.7514,1.5246
13:51:40:773,0.4216,0.7482,1.5266
13:51:40:777,0.418,0.7514,1.5274
13:51:40:781,0.4212,0.7542,1.5234
13:51:40:785,0.4192,0.7534,1.531
13:51:40:789,0.4148,0.7574,1.5258
13:51:40:792,0.4192,0.7546,1.5262
13:51:40:796,0.418,0.7526,1.529
13:51:40:800,0.4196,0.755,1.5306
13:51:40:804,0.4192,0.755,1.525
13:51:40:808,0.414,0.757,1.523
13:51:40:812,0.4184,0.7554,1.521
13:51:40:816,0.4192,0.7562,1.523
13:51:40:820,0.4144,0.7538,1.5266
13:51:40:824,0.4176,0.7534,1.5214
13:51:40:828,0.4228,0.7538,1.525
13:51:40:832,0.4196,0.7514,1.5274
13:51:40:835,0.4212,0.7526,1.5222
13:51:40:839,0.4224,0.7542,1.5286
13:51:40:843,0.4152,0.7506,1.5282
13:51:40:847,0.4236,0.7546,1.5282
13:51:40:851,0.42,0.753,1.5338
13:51:40:855,0.418,0.753,1.5306
13:51:40:859,0.4204,0.7534,1.531
13:51:40:863,0.4176,0.753,1.5334
13:51:40:867,0.4172,0.7518,1.5306
13:51:40:871,0.4196,0.7542,1.5334
13:51:40:875,0.4236,0.749,1.5302
13:51:40:878,0.4184,0.7534,1.5314
13:51:40:882,0.418,0.7518,1.5306
13:51:40:886,0.4176,0.7494,1.5322
13:51:40:890,0.4168,0.7522,1.5314
13:51:40:894,0.4204,0.7514,1.5346
13:51:40:898,0.4208,0.7518,1.5354
13:51:40:902,0.418,0.7518,1.5378
13:51:40:906,0.422,0.7482,1.539
13:51:40:910,0.4196,0.751,1.5378
13:51:40:914,0.4208,0.7506,1.5422
13:51:40:917,0.4184,0.7518,1.5398
13:51:40:921,0.4216,0.7502,1.5402
13:51:40:925,0.4168,0.7498,1.5402
13:51:40:929,0.4172,0.753,1.5342
13:51:40:933,0.42,0.7498,1.533
13:51:40:937,0.4132,0.7562,1.533
13:51:40:941,0.4208,0.759,1.5294
13:51:40:945,0.4176,0.757,1.537
13:51:40:949,0.4168,0.7602,1.5358
13:51:40:953,0.4192,0.7586,1.5334
13:51:40:957,0.4236,0.7574,1.5378
13:51:40:960,0.416,0.7578,1.5394
13:51:40:964,0.4228,0.7558,1.5358
13:51:40:968,0.4164,0.7546,1.537
13:51:40:972,0.4196,0.7582,1.533
13:51:40:976,0.42,0.7558,1.5314
13:51:40:980,0.4196,0.7546,1.533
13:51:40:984,0.4196,0.7538,1.5306
13:51:40:988,0.4208,0.7562,1.5306
13:51:40:992,0.4212,0.7554,1.5318
13:51:40:996,0.418,0.7538,1.5334
13:51:41:000,0.4192,0.7578,1.5322
13:51:41:003,0.4188,0.753,1.5386
13:51:41:007,0.4164,0.7578,1.537
13:51:41:011,0.4192,0.7574,1.5378
13:51:41:015,0.4252,0.751,1.5358
13:51:41:019,0.4216,0.7514,1.5366
13:51:41:023,0.418,0.7526,1.5366
13:51:41:027,0.4204,0.7502,1.5338
13:51:41:031,0.4216,0.751,1.537
13:51:41:035,0.4196,0.7466,1.531
13:51:41:039,0.4224,0.7494,1.5342
13:51:41:042,0.4164,0.7502,1.5342
13:51:41:046,0.4224,0.7462,1.5318
13:51:41:050,0.4208,0.7502,1.5322
13:51:41:054,0.42,0.747,1.5342
13:51:41:058,0.4224,0.7498,1.5354
13:51:41:062,0.4204,0.7486,1.529
13:51:41:066,0.4192,0.7474,1.5314
13:51:41:070,0.4168,0.7518,1.529
13:51:41:074,0.4184,0.7494,1.5314
13:51:41:078,0.4148,0.7526,1.5278
13:51:41:082,0.4176,0.7514,1.5326
13:51:41:085,0.4152,0.7502,1.5318
13:51:41:089,0.4216,0.7514,1.5294
13:51:41:093,0.4176,0.7526,1.5302
13:51:41:097,0.42,0.7526,1.5274
13:51:41:101,0.4216,0.7554,1.5266
13:51:41:105,0.42,0.7562,1.5318
13:51:41:109,0.4188,0.7594,1.5314
13:51:41:113,0.422,0.7594,1.5262
13:51:41:117,0.4216,0.759,1.527
13:51:41:121,0.42,0.7618,1.5282
13:51:41:125,0.4188,0.7606,1.525
13:51:41:128,0.4208,0.7614,1.5206
13:51:41:132,0.42,0.7582,1.5234
13:51:41:136,0.4188,0.7598,1.5226
13:51:41:140,0.4216,0.7622,1.525
13:51:41:144,0.4208,0.7546,1.525
13:51:41:148,0.4168,0.7566,1.5302
13:51:41:152,0.418,0.757,1.5286
13:51:41:156,0.4208,0.7534,1.5318
13:51:41:160,0.4196,0.7542,1.5266
13:51:41:164,0.422,0.7514,1.5302
13:51:41:167,0.4148,0.7534,1.5262
13:51:41:171,0.4204,0.7526,1.5246
13:51:41:175,0.4204,0.7506,1.5238
13:51:41:179,0.4216,0.7518,1.5262
13:51:41:183,0.4212,0.7494,1.5222
13:51:41:187,0.42,0.7506,1.5266
13:51:41:191,0.4168,0.7518,1.5218
13:51:41:195,0.42,0.751,1.519
13:51:41:199,0.416,0.7506,1.5214
13:51:41:203,0.4216,0.7506,1.5206
13:51:41:207,0.418,0.7542,1.5222
13:51:41:210,0.4156,0.7514,1.5274
13:51:41:214,0.4172,0.7546,1.527
13:51:41:218,0.4188,0.7538,1.5282
13:51:41:222,0.4216,0.7562,1.5278
13:51:41:226,0.4156,0.7522,1.5266
13:51:41:230,0.4196,0.753,1.5262
13:51:41:234,0.4216,0.7542,1.531
13:51:41:238,0.4184,0.7522,1.5322
13:51:41:242,0.4188,0.7566,1.5294
13:51:41:246,0.4192,0.7554,1.5258
13:51:41:250,0.4172,0.7586,1.5294
13:51:41:253,0.4204,0.7566,1.5318
13:51:41:257,0.4196,0.7562,1.5302
13:51:41:261,0.4196,0.7602,1.5274
13:51:41:265,0.4184,0.7566,1.5254
13:51:41:269,0.4156,0.7586,1.5282
13:51:41:273,0.42,0.7578,1.5266
13:51:41:277,0.4232,0.7574,1.5278
13:51:41:281,0.4168,0.7574,1.5282
13:51:41:285,0.422,0.7562,1.5298
13:51:41:289,0.4212,0.755,1.5338
13:51:41:292,0.4208,0.7554,1.5274
13:51:41:296,0.4224,0.7498,1.5298
13:51:41:300,0.42,0.7546,1.5274
13:51:41:304,0.4188,0.751,1.5262
13:51:41:308,0.42,0.7518,1.5246
13:51:41:312,0.4172,0.7526,1.5318
13:51:41:316,0.4184,0.7542,1.5282
13:51:41:320,0.4224,0.7518,1.5314
13:51:41:324,0.4164,0.7518,1.5298
13:51:41:328,0.4224,0.7498,1.525
13:51:41:332,0.4188,0.7518,1.527
13:51:41:335,0.4148,0.7486,1.5266
13:51:41:339,0.42,0.7474,1.5218
13:51:41:343,0.4132,0.7486,1.5198
13:51:41:347,0.4184,0.7446,1.523
13:51:41:351,0.4168,0.7486,1.5242
13:51:41:355,0.4208,0.749,1.5242
13:51:41:359,0.42,0.7458,1.5282
13:51:41:363,0.4168,0.749,1.5242
13:51:41:367,0.4212,0.745,1.5254
13:51:41:371,0.4212,0.7458,1.5262
13:51:41:375,0.4204,0.7466,1.5266
13:51:41:378,0.422,0.745,1.5238
13:51:41:382,0.4236,0.749,1.523
13:51:41:386,0.4188,0.7442,1.5274
13:51:41:390,0.4212,0.7474,1.5234
13:51:41:394,0.4168,0.7482,1.5238
13:51:41:398,0.42,0.7466,1.5282
13:51:41:402,0.4168,0.7482,1.529
13:51:41:406,0.4196,0.7494,1.5206
13:51:41:410,0.4192,0.7506,1.527
13:51:41:414,0.4172,0.7486,1.527
13:51:41:417,0.4168,0.7486,1.5298
13:51:41:421,0.4236,0.7506,1.5282
13:51:41:425,0.4184,0.7514,1.5298
13:51:41:429,0.422,0.7462,1.5282
13:51:41:433,0.422,0.7494,1.5322
13:51:41:437,0.4224,0.7498,1.5282
13:51:41:441,0.4248,0.749,1.5286
13:51:41:445,0.418,0.7518,1.523
13:51:41:449,0.4208,0.749,1.5274
13:51:41:453,0.418,0.7534,1.5286
13:51:41:457,0.4212,0.7498,1.5278
13:51:41:460,0.418,0.7522,1.529
13:51:41:464,0.418,0.7522,1.5258
13:51:41:468,0.4176,0.7538,1.527
13:51:41:472,0.4164,0.7518,1.5246
13:51:41:476,0.42,0.7518,1.5242
13:51:41:480,0.4196,0.753,1.5258
13:51:41:484,0.4208,0.7538,1.525
13:51:41:488,0.4168,0.7526,1.5218
13:51:41:492,0.414,0.7538,1.5206
13:51:41:496,0.4164,0.7538,1.5218
13:51:41:500,0.4212,0.757,1.5238
13:51:41:503,0.4188,0.7566,1.5246
13:51:41:507,0.418,0.7546,1.523
13:51:41:511,0.4204,0.7558,1.527
13:51:41:515,0.4168,0.755,1.521
13:51:41:519,0.426,0.755,1.523
13:51:41:523,0.4176,0.7538,1.5246
13:51:41:527,0.4168,0.7578,1.5254
13:51:41:531,0.4204,0.7566,1.5258
13:51:41:535,0.4196,0.7558,1.5286
13:51:41:539,0.4168,0.755,1.5274
13:51:41:542,0.4216,0.7566,1.5278
13:51:41:546,0.4164,0.7546,1.531
13:51:41:550,0.4256,0.7546,1.5314
13:51:41:554,0.4208,0.757,1.5306
13:51:41:558,0.4212,0.751,1.5298
13:51:41:562,0.4196,0.7538,1.5306
13:51:41:566,0.4216,0.749,1.5278
13:51:41:570,0.4152,0.7506,1.5314
13:51:41:574,0.42,0.7498,1.5222
13:51:41:578,0.4208,0.749,1.5278
13:51:41:582,0.4144,0.751,1.5274
13:51:41:585,0.4224,0.7514,1.5282
13:51:41:589,0.4208,0.7474,1.5294
13:51:41:593,0.416,0.7482,1.5326
13:51:41:597,0.4212,0.747,1.5302
13:51:41:601,0.418,0.745,1.5326
13:51:41:605,0.4144,0.7466,1.5326
13:51:41:609,0.4192,0.7418,1.5342
13:51:41:613,0.4168,0.7462,1.5366
13:51:41:617,0.4196,0.7458,1.531
13:51:41:621,0.4212,0.7438,1.5346
13:51:41:625,0.4204,0.7458,1.5318
13:51:41:628,0.4196,0.7458,1.5306
13:51:41:632,0.4172,0.7482,1.5346
13:51:41:636,0.4212,0.7486,1.529
13:51:41:640,0.4184,0.7466,1.5302
13:51:41:644,0.422,0.7474,1.5326
13:51:41:648,0.4208,0.749,1.5338
13:51:41:652,0.4184,0.7454,1.531
13:51:41:656,0.4216,0.749,1.5298
13:51:41:660,0.4188,0.747,1.531
13:51:41:664,0.4208,0.751,1.5358
13:51:41:667,0.422,0.751,1.5314
13:51:41:671,0.4212,0.7486,1.5326
13:51:41:675,0.4172,0.7498,1.5378
13:51:41:679,0.4252,0.7482,1.537
13:51:41:683,0.4164,0.753,1.533
13:51:41:687,0.4248,0.7518,1.5282
13:51:41:691,0.4168,0.7542,1.5322
13:51:41:695,0.42,0.7542,1.5322
13:51:41:699,0.4224,0.7546,1.529
13:51:41:703,0.418,0.7522,1.5294
13:51:41:707,0.4224,0.7526,1.533
13:51:41:710,0.4192,0.7546,1.5302
13:51:41:714,0.4168,0.751,1.5294
13:51:41:718,0.4168,0.7506,1.531
13:51:41:722,0.4168,0.7514,1.5294
13:51:41:726,0.4212,0.7478,1.5242
13:51:41:730,0.4172,0.7518,1.5294
13:51:41:734,0.418,0.7498,1.527
13:51:41:738,0.4208,0.753,1.525
13:51:41:742,0.4188,0.7486,1.5286
13:51:41:746,0.4208,0.7482,1.5282
13:51:41:750,0.4208,0.7486,1.5322
13:51:41:753,0.4144,0.751,1.5334
13:51:41:757,0.4208,0.7482,1.535
13:51:41:761,0.4168,0.7502,1.5302
13:51:41:765,0.4176,0.7466,1.5346
13:51:41:769,0.4216,0.7474,1.5346
13:51:41:773,0.4176,0.7506,1.533
13:51:41:777,0.4148,0.749,1.5322
13:51:41:781,0.42,0.7494,1.5322
13:51:41:785,0.4152,0.7502,1.5306
13:51:41:789,0.4216,0.7502,1.533
13:51:41:792,0.4148,0.7518,1.5298
13:51:41:796,0.424,0.7518,1.5306
13:51:41:800,0.4184,0.7502,1.5322
13:51:41:804,0.418,0.7514,1.5334
13:51:41:808,0.4224,0.7498,1.5322
13:51:41:812,0.4196,0.7518,1.5358
13:51:41:816,0.42,0.7494,1.5326
13:51:41:820,0.426,0.7478,1.5306
13:51:41:824,0.4196,0.7518,1.5342
13:51:41:828,0.4276,0.7534,1.5302
13:51:41:832,0.4196,0.7506,1.5342
13:51:41:835,0.416,0.7494,1.5274
13:51:41:839,0.422,0.7502,1.5294
13:51:41:843,0.4156,0.753,1.5262
13:51:41:847,0.4228,0.753,1.5258
13:51:41:851,0.4216,0.7538,1.5278
13:51:41:855,0.4168,0.7526,1.5266
13:51:41:859,0.4168,0.7506,1.5286
13:51:41:863,0.4176,0.7518,1.5294
13:51:41:867,0.4164,0.7498,1.5322
13:51:41:871,0.4192,0.7482,1.5242
13:51:41:875,0.4168,0.7506,1.5302
13:51:41:878,0.418,0.7486,1.5266
13:51:41:882,0.4224,0.7518,1.5258
13:51:41:886,0.4208,0.7482,1.5254
13:51:41:890,0.422,0.7474,1.5186
13:51:41:894,0.4176,0.7462,1.5238
13:51:41:898,0.422,0.745,1.5206
13:51:41:902,0.418,0.7486,1.521
13:51:41:906,0.42,0.7494,1.5206
13:51:41:910,0.42,0.7498,1.5246
13:51:41:914,0.4192,0.7514,1.5226
13:51:41:917,0.4196,0.7506,1.5238
13:51:41:921,0.4156,0.7486,1.5242
13:51:41:925,0.418,0.753,1.5242
13:51:41:929,0.4196,0.7474,1.5194
13:51:41:933,0.418,0.7478,1.5274
13:51:41:937,0.4168,0.7518,1.5202
13:51:41:941,0.4228,0.749,1.5258
13:51:41:945,0.42,0.7522,1.5254
13:51:41:949,0.42,0.7542,1.5198
13:51:41:953,0.4172,0.755,1.5258
13:51:41:957,0.4216,0.755,1.521
13:51:41:960,0.4232,0.7554,1.523
13:51:41:964,0.4224,0.7558,1.529
13:51:41:968,0.4208,0.7566,1.5246
13:51:41:972,0.4216,0.7542,1.5302
13:51:41:976,0.4188,0.7546,1.531
13:51:41:980,0.4212,0.7546,1.5282
13:51:41:984,0.416,0.7534,1.531
13:51:41:988,0.418,0.7534,1.5302
13:51:41:992,0.42,0.7522,1.5278
13:51:41:996,0.4176,0.755,1.531
13:51:42:000,0.4212,0.7502,1.527
13:51:42:003,0.4232,0.7514,1.5266
13:51:42:007,0.4152,0.7538,1.527
13:51:42:011,0.4232,0.7522,1.5258
13:51:42:015,0.4172,0.7514,1.5286
13:51:42:019,0.4196,0.7506,1.5262
13:51:42:023,0.4172,0.7494,1.5338
13:51:42:027,0.4216,0.7518,1.5246
13:51:42:031,0.4264,0.749,1.5318
13:51:42:035,0.4116,0.7478,1.5266
13:51:42:039,0.4228,0.7494,1.5258
13:51:42:042,0.4192,0.745,1.5262
13:51:42:046,0.4184,0.749,1.5298
13:51:42:050,0.4228,0.7454,1.5294
13:51:42:054,0.4232,0.749,1.5306
13:51:42:058,0.4192,0.749,1.5278
13:51:42:062,0.4224,0.7502,1.5286
13:51:42:066,0.4184,0.7506,1.5294
13:51:42:070,0.4228,0.751,1.5262
13:51:42:074,0.42,0.7506,1.529
13:51:42:078,0.4212,0.7518,1.5258
13:51:42:082,0.4224,0.751,1.5318
13:51:42:085,0.4196,0.7526,1.527
13:51:42:089,0.4204,0.753,1.5218
13:51:42:093,0.4184,0.7482,1.5286
13:51:42:097,0.4148,0.7514,1.5266
13:51:42:101,0.4196,0.7526,1.5254
13:51:42:105,0.4208,0.7538,1.5278
13:51:42:109,0.4192,0.7554,1.5258
13:51:42:113,0.4216,0.7566,1.525
13:51:42:117,0.4216,0.7586,1.5294
13:51:42:121,0.422,0.755,1.5278
13:51:42:125,0.4184,0.7578,1.533
13:51:42:128,0.422,0.7558,1.533
13:51:42:132,0.4212,0.7562,1.5334
13:51:42:136,0.4168,0.7562,1.5294
13:51:42:140,0.4244,0.7518,1.5298
13:51:42:144,0.42,0.7566,1.5326
13:51:42:148,0.4224,0.7578,1.5278
13:51:42:152,0.42,0.7534,1.5286
13:51:42:156,0.4196,0.7526,1.531
13:51:42:160,0.4196,0.7534,1.5242
13:51:42:164,0.4188,0.7542,1.5298
13:51:42:167,0.4164,0.7554,1.531
13:51:42:171,0.4208,0.751,1.5282
13:51:42:175,0.4192,0.7506,1.5374
13:51:42:179,0.4204,0.7482,1.533
13:51:42:183,0.4212,0.7486,1.5338
13:51:42:187,0.4212,0.7518,1.5354
13:51:42:191,0.4204,0.7474,1.5314
13:51:42:195,0.4204,0.7514,1.5338
13:51:42:199,0.4192,0.7514,1.5314
13:51:42:203,0.4212,0.7534,1.531
13:51:42:207,0.4224,0.7542,1.5358
13:51:42:210,0.4192,0.7518,1.5354
13:51:42:214,0.4164,0.7522,1.5338
13:51:42:218,0.4176,0.7498,1.5346
13:51:42:222,0.42,0.751,1.5358
13:51:42:226,0.4232,0.7518,1.5338
13:51:42:230,0.422,0.7518,1.5294
13:51:42:234,0.4204,0.7534,1.5258
13:51:42:238,0.416,0.7518,1.5298
13:51:42:242,0.4156,0.7514,1.5254
13:51:42:246,0.4196,0.7518,1.5262
13:51:42:250,0.4204,0.7526,1.525
13:51:42:253,0.4208,0.7542,1.5246
13:51:42:257,0.4196,0.7554,1.5258
13:51:42:261,0.4196,0.755,1.5214
13:51:42:265,0.4172,0.753,1.5294
13:51:42:269,0.4228,0.7522,1.5254
13:51:42:273,0.4212,0.7534,1.5258
13:51:42:277,0.4176,0.753,1.5266
13:51:42:281,0.4192,0.7506,1.5282
13:51:42:285,0.4204,0.7498,1.5298
13:51:42:289,0.4196,0.7526,1.5278
13:51:42:292,0.4196,0.753,1.5294
13:51:42:296,0.4152,0.7518,1.5278
13:51:42:300,0.4224,0.753,1.5234
13:51:42:304,0.4168,0.7502,1.5218
13:51:42:308,0.4184,0.7574,1.5258
13:51:42:312,0.4196,0.7514,1.5246
